tran_id,TRAN_DATE,user_id,ProdId,amt
MWJRN,2017-05-07,534,7,163796.35123308303
TRYWA,2016-12-05,109,3,180807.02957348007
DLQWN,2016-07-05,220,16,55478.35425669818
ZTOPG,2017-01-31,1023,10,31424.78363146044
BCEPA,2017-11-05,1264,6,132012.2406967079
YGAYR,2017-02-11,728,9,161447.83123781657
OCGKG,2017-12-04,1087,4,129460.18409829654
XXAXJ,2016-07-14,45,14,199501.75020281065
JTHDI,2016-10-25,330,10,52257.674207427706
ZBDNT,2017-05-13,359,15,182970.99534975595
GDJUK,2017-01-02,859,1,152410.9433081608
WGLZG,2016-11-08,704,12,108070.63114295308
TFIQZ,2016-11-26,673,3,54578.438629025164
MHZTM,2016-09-03,1132,5,126393.90805763686
HPTXS,2017-12-27,358,4,133494.43080899256
RHEVV,2017-02-12,1032,6,80879.34703810631
SWNOB,2017-12-30,941,15,122464.76868742371
WGYFA,2016-08-30,209,14,117566.0080371045
ZUHHU,2017-04-01,422,7,91348.45980311223
MXUMW,2017-09-05,565,5,76230.1218083796
PAOAM,2017-04-04,247,4,83247.58574333509
YHNHP,2017-02-26,1185,14,27889.447095954067
CESPC,2017-07-19,1457,5,128261.61283360762
FWDBT,2017-04-21,464,5,44083.48522998216
PAYSW,2016-07-22,583,16,20051.23652178007
CVAOY,2017-10-18,1408,12,73074.61524098733
QGRVB,2017-01-12,685,8,147722.8125695282
WMJXB,2017-02-26,875,13,130412.63776263063
RNIFP,2016-11-15,1290,3,20930.7451608439
ZDOXC,2017-12-07,1111,3,188096.72661002018
VWGQE,2016-09-29,213,4,53656.00620377402
CXLMB,2017-05-01,335,11,143080.10199773792
SCMUG,2016-08-29,783,12,197697.94389257132
DRLFH,2017-07-15,731,3,127466.97117558586
GWNQC,2017-03-14,871,14,115138.77689721428
NWNAV,2017-09-18,1452,6,21932.399207449405
JEZKL,2016-11-17,1196,2,178768.9323811493
IOPUE,2017-07-01,424,15,134078.3681123896
APWCV,2017-03-05,395,9,116624.06514174126
JJIYJ,2017-01-27,996,7,58539.15849920508
DZRUN,2016-07-09,737,1,141929.10257136883
CXPAI,2016-10-03,377,8,4990.767755016656
HLZCM,2017-08-04,15,2,165630.7323068696
GRIDC,2016-12-06,360,3,119779.72374234605
UTHWU,2017-10-28,597,7,76642.70126799653
PYYQC,2016-09-02,288,7,8249.57416961043
OVJYT,2016-09-30,1188,15,111537.3519111773
VIRUE,2017-01-20,148,8,57938.862501476506
INZWM,2017-07-01,1070,2,160704.02950664607
EFGWK,2017-12-12,1084,1,54482.32400277509
HNTMJ,2016-08-03,61,9,118797.28077100511
RPPVF,2016-09-14,701,14,56755.03590208073
MFIDP,2017-02-19,589,10,34135.424606548855
WPQCX,2017-11-04,1492,6,158397.41701911442
RVXST,2017-12-19,189,2,12237.258963626486
EMMJQ,2017-12-30,1427,11,90386.74599871242
NPMKA,2017-07-13,1166,11,180713.6826754143
VHZMS,2017-03-22,795,9,161505.3504412694
JBEJR,2017-10-11,40,11,190973.3422202782
KOUOW,2017-04-18,1248,4,49087.98148901219
RMSMH,2017-04-15,714,15,39372.06801594197
NGAPS,2016-12-27,902,2,36845.685705968775
XLAFF,2017-07-14,278,16,82916.8087053062
JJGDI,2017-03-26,626,1,111551.97854584172
LCMCQ,2017-06-24,1288,14,167420.24151598886
ZJDPN,2017-09-26,389,14,153462.8030502619
UZTIX,2017-11-11,1061,5,4232.037591598625
TWLZT,2017-11-03,1281,7,146634.94004747615
YHFZS,2017-02-05,739,14,112299.15718672471
AZXRW,2017-09-17,497,16,50814.0364916907
HIQWQ,2016-11-06,1486,11,120969.1815947048
LSWFO,2017-07-19,111,13,48840.92631428654
TECDH,2017-03-15,1174,2,56386.714550484074
XQOJF,2016-11-27,332,16,9264.252706379028
ATWFI,2017-09-22,1273,15,187487.60980211318
FNXWC,2017-11-19,287,7,182113.01310819568
XBEKY,2017-01-31,1479,13,142453.56460907537
ZUJHI,2017-03-31,736,5,60962.11127713051
PVBHE,2016-12-28,511,13,78684.12826121831
ZQMML,2017-02-10,231,13,106845.21992990712
NJUQB,2017-09-24,674,9,82799.36392700979
VPABJ,2016-08-12,1280,11,20943.52470349601
USIVF,2017-10-09,1061,14,156823.1406055043
RFVDT,2016-08-09,660,16,61160.03191523092
JECMK,2017-11-18,1055,6,57367.151064458136
VOBNP,2017-07-05,443,14,154532.32712346717
DVONQ,2017-10-07,80,1,32472.804580571134
NRXEN,2016-12-04,280,13,107251.84198124749
BQUNV,2017-06-01,177,4,117011.47063210477
HJTLX,2017-09-30,1377,5,40298.86879160729
WSWDW,2016-11-22,918,7,32413.962013540233
PDZOQ,2016-08-20,566,9,131576.40797582056
NACAD,2017-01-14,703,8,78546.08486787602
AQWRW,2017-04-14,80,2,86036.2063410256
DJUYY,2017-02-23,667,7,163693.10226201257
KAQCZ,2016-11-02,362,6,96269.24630357156
BNMCV,2017-10-15,13,3,56061.644476766116
TISWP,2017-12-05,281,1,31533.957654291655
SNMKP,2016-09-21,17,3,9961.434234445644
WCYVG,2017-12-27,1118,13,66001.62354270322
CPVXU,2016-11-20,1083,14,96352.06518480186
OFODG,2016-09-18,198,6,119104.1250336629
CAWJG,2017-05-04,369,5,151144.83538141273
OWSDY,2017-01-23,731,8,171069.69917227406
MNNKO,2016-09-13,419,6,63350.66804078322
CCTTV,2017-07-16,367,6,90682.1219533028
HLKVM,2017-05-07,1199,9,129121.61660648977
RZMCM,2017-12-24,28,3,163357.51339766942
IATLB,2017-12-10,455,7,185898.72038800622
TCNVI,2016-12-24,1158,11,34726.09104934639
JHSCF,2017-07-24,1297,5,170888.66982548987
POKDV,2016-08-16,1435,5,171310.35527175592
KBNTP,2016-11-05,124,14,158816.1852959907
HAYJK,2017-05-14,635,12,31332.048356581123
ONETX,2017-07-20,21,2,30949.01959117904
HNDEE,2017-10-14,1116,10,88008.62930359818
GZRBS,2017-04-01,625,13,29016.368820428794
DCSJN,2017-10-31,757,8,97306.51124645941
MQKXV,2017-08-23,1086,8,91952.77857469725
CGQLO,2017-04-02,206,1,88703.09690257836
FMDJE,2017-06-24,425,14,97825.83586551108
TNOJP,2016-08-20,687,14,133078.57432372123
HSDPK,2017-08-22,1025,13,30806.490107279915
BNCKQ,2017-07-04,179,15,78103.80128245063
ISFWL,2017-10-25,1340,16,83664.5416829114
BTFWU,2016-11-05,1042,16,125563.11110693279
VEAQL,2017-09-02,780,4,52094.57701522107
GEVMA,2016-12-26,1429,7,50868.54351226906
NZZDW,2017-06-06,993,8,171158.42921771327
FGNWR,2017-08-01,753,4,164219.2493700808
OHEFY,2016-07-17,1041,10,114820.96578371535
QPHAZ,2017-12-20,637,7,93494.1531817037
UYVFU,2017-11-19,172,3,139189.49691908772
REGCC,2017-07-21,689,11,143447.67152532938
CHMZV,2017-03-29,185,5,55215.21294115233
VUEYN,2016-08-01,98,7,36400.791931035645
YYWDF,2017-07-17,1329,13,31518.582352437606
HBLXS,2017-11-08,363,13,107611.15459795562
FFNAB,2016-10-07,203,13,3754.5898377245426
FLNNF,2016-09-01,1358,1,138204.53666192724
DNVTT,2016-09-28,79,3,92797.08314771266
PADTN,2017-07-26,83,2,184496.29021908317
EBISG,2017-04-10,1064,15,160592.78451502157
GKTIH,2017-10-18,457,5,120005.55355029939
JLXQV,2017-04-13,82,14,30226.911746355036
EKSXA,2017-11-09,811,12,131070.82768957017
FBRRO,2017-07-11,1056,16,166397.86921049608
FRHRK,2016-12-29,481,2,77659.59521450434
XLFJY,2017-11-06,1010,13,66005.21207962873
BRJAO,2016-11-15,724,15,83262.10638016096
QNWHL,2017-09-20,874,7,169939.69892904005
QTWXL,2016-10-06,121,5,18525.864657824553
VNQFC,2017-06-22,517,11,85451.89653352914
TFFXB,2017-06-18,993,5,104995.27709612515
ESZBF,2016-09-08,1255,8,136365.42182361346
DKTTA,2016-12-04,1387,8,189894.94038942782
USEFK,2017-04-17,254,15,193671.96549433278
IOFJF,2017-01-25,1472,7,135615.42492755444
EQMIK,2017-08-23,1312,5,100164.90350543882
HSNHV,2017-06-02,754,9,7511.363767584656
BMBYG,2016-12-01,620,14,43777.53255491335
FABOP,2017-07-02,1389,1,44016.97521799217
BCHGG,2016-12-12,1315,14,66974.41733311069
ERYPM,2017-09-14,269,14,148228.79447577416
RRIKY,2017-12-16,489,12,157358.90075671865
KPTEW,2017-02-03,977,14,140489.34870272715
PKSEM,2016-12-01,1364,14,146885.6805555028
GWPKY,2017-08-10,1326,6,9123.521369290089
DLQTG,2017-07-07,544,12,54463.542192380235
WMIRN,2017-11-15,77,9,3428.7728475215663
FTZST,2016-11-15,141,4,105411.28726987084
IPSRO,2016-10-18,1044,11,167808.89133390706
MUTLT,2016-10-19,118,4,115464.07301313053
KKNAN,2016-11-24,1226,6,17770.743424713408
OHKWZ,2016-12-30,958,5,150354.8253294705
TTSVI,2017-04-08,500,3,167471.931973429
ARGBE,2017-05-15,233,13,63474.16839886102
DTVHP,2016-11-12,1130,5,20218.65005786425
HFTTQ,2017-01-20,1272,12,67282.21155727838
IXSSN,2017-11-10,1276,9,126103.66708753389
FWGXH,2016-10-14,1343,2,21145.07262546279
IZQPH,2017-05-21,654,5,14323.453929553476
TDEII,2016-11-27,686,13,46981.903926304214
RULTD,2017-05-07,1108,1,102747.60145581485
XOJMB,2017-08-05,718,16,122274.29039965609
GPSSM,2016-09-22,1128,16,176024.36711248624
OMDWY,2017-09-25,1131,8,111398.24250485921
KBHJU,2017-08-26,456,1,21878.847546633206
LSTQJ,2017-08-21,146,3,130741.07652125788
CGFNY,2017-09-08,680,1,154090.56481890564
QMQKK,2017-04-21,1353,7,65620.1411310843
NVEYY,2017-04-28,367,14,31203.734235292457
AIYKL,2017-06-20,472,2,150984.98974240967
OSESA,2017-05-16,553,15,98040.56958877573
EUSZH,2017-01-04,903,6,50648.9585799349
VLMHS,2016-12-20,692,1,34813.70460978983
MAOTI,2017-05-19,1500,3,130222.6091355643
NTSGE,2017-11-09,719,3,143536.10771754317
PAIZL,2017-06-21,753,15,8615.328070809137
GKSGS,2016-12-16,26,9,44301.49684595135
ODZEQ,2017-10-08,1026,12,153730.1852029177
EVLAM,2017-07-05,700,11,48113.75539431062
LETXG,2017-03-09,967,2,81073.48233648401
WAMML,2016-10-27,625,10,67156.15171282487
ULHDZ,2016-12-06,135,12,75138.16937443103
CHXVN,2016-12-21,240,10,62890.85145607336
RNFKK,2016-11-12,886,10,76847.51748951514
CRGUQ,2017-05-17,1357,11,169582.73123370096
XZOOA,2017-12-21,132,6,133306.47187775664
IKYXY,2017-01-13,857,5,109315.57380355177
PNFPZ,2017-01-18,1426,6,58912.526312648515
EDDCC,2017-05-18,1217,10,199809.30693611226
PMPPN,2017-05-23,1012,1,36108.39824035075
TUYXY,2017-06-27,423,7,171415.54073496966
UIBHX,2017-10-30,997,2,66290.710255625
VFHIL,2016-09-14,522,11,77352.72065960619
MZPNR,2017-04-07,110,13,139882.45818921048
CPFGM,2017-10-17,1278,11,27930.981037590085
OJQGH,2016-10-26,663,3,52242.48534356704
VUMND,2016-12-18,1359,4,148680.91203064626
YDDCP,2016-12-05,952,13,11472.336085875346
SLRHO,2016-10-31,901,16,85549.04118392426
TEFPW,2017-04-10,1427,9,54909.211831188484
JNYPQ,2016-10-13,54,1,32441.19299325232
RWTYJ,2016-11-16,975,15,99095.36662321363
CGWDA,2016-10-29,655,1,78347.70267573113
WGAJV,2016-08-23,205,6,158501.06545288156
OWKQG,2017-05-20,1060,16,32978.74503104135
AYFGZ,2017-06-05,285,15,61012.366885177085
BJJWF,2017-05-08,552,1,112488.92378146866
BNPTP,2017-11-04,758,15,69923.71250870217
IFELW,2016-12-31,611,14,186179.84728151126
JYLWI,2016-09-23,775,9,148424.96550011676
KNEUG,2017-06-13,28,12,134876.96043064905
NYYJH,2017-06-04,730,14,32274.01166780455
ZEBOD,2016-07-04,1338,9,67882.56640215105
PEPDY,2016-10-11,147,15,123707.57407070363
SASBE,2017-06-14,868,14,170781.2535115101
OLJOM,2017-08-22,1094,9,4171.8159365131905
IUTRE,2017-12-24,436,6,156424.01668287057
ZTGGL,2016-08-21,867,1,136063.23152984446
DUFQW,2016-08-26,942,11,170424.4223163767
CCACU,2017-08-10,754,3,191025.11476393562
VYPQA,2016-11-22,1325,16,155934.55088625505
YCYJA,2017-09-10,317,14,111761.09258341724
AXZJI,2017-01-26,62,10,36640.17844718306
RELFF,2017-04-30,1239,7,36424.42357552858
XHOKI,2017-09-06,460,14,183218.83338955286
GACAJ,2016-10-27,492,9,129052.01723754244
DBSFQ,2017-03-15,791,11,85719.95861931026
SOEWU,2017-05-18,378,2,1069.5486460916559
BKYKI,2016-12-02,144,13,75011.88484391612
RTUTN,2017-01-05,299,16,144576.66342188447
QQDMV,2016-11-05,720,2,22487.640527041774
HQSGB,2016-12-05,1276,3,1820.3959436704054
BGIWX,2017-08-06,1386,3,104296.4431475791
ZINMD,2017-11-28,1001,5,195704.01638340365
IBLUQ,2016-10-29,24,7,75638.35655012623
XAZFV,2016-09-20,876,4,123134.9217943452
RMLUK,2017-12-25,316,16,184020.26473415288
CRWTS,2017-11-06,1391,13,165289.90770326622
KJHZI,2017-12-06,800,11,20661.347919709704
UYWJH,2016-12-19,1026,7,153520.94692124752
YADUI,2017-12-20,18,16,48336.95607420756
IDCWA,2017-10-13,1091,7,114678.46868034638
GJBGY,2016-08-01,111,7,34455.289314866524
HAQKX,2016-08-11,1167,4,30274.997419920015
KKZNB,2017-12-03,134,3,164960.62406361013
IWVVQ,2017-06-23,291,6,181128.47146487905
RIXVQ,2017-12-08,1037,15,27987.51876517742
LRJCK,2016-11-03,354,9,102384.8128365415
JQMAZ,2017-08-12,65,16,133153.22533395642
MMARF,2016-09-29,1203,8,175665.04380301863
ULTDU,2017-10-01,1474,12,163126.06917602985
MNHZL,2016-10-25,558,14,198565.87248075326
JUGNN,2017-07-05,1440,4,125353.9211795913
IOSGO,2016-07-06,905,9,78809.40486395647
IJZBI,2017-08-24,890,9,101599.04143289282
CJVPO,2017-08-08,886,8,73517.66199924993
IFMPU,2017-02-03,943,8,5833.145772248338
UWOLI,2017-07-29,717,12,97839.06852604767
ALPEN,2017-08-11,1036,6,149818.46837866236
FLGKM,2017-12-10,429,4,13153.845166445977
QKYFC,2017-11-11,138,7,81118.02562450962
EMBWW,2016-11-07,188,12,158361.36530757076
ZFRCI,2017-03-06,1175,11,199363.87062536317
TCDKE,2017-10-31,1105,11,147772.26622844717
IULSV,2017-04-08,1010,5,19588.447925526452
RPHYE,2016-08-22,1486,1,70463.13600526795
BOMPG,2017-03-22,900,15,18816.196624814085
SVNQI,2016-09-16,33,15,84606.14031940767
HCCVN,2017-07-20,170,11,26318.161949214234
DNULE,2017-05-16,725,4,150037.73265961272
UBUZW,2017-08-08,880,10,14903.372900900957
FUJNC,2016-08-06,638,1,4064.9557976256688
UYGAP,2016-10-21,574,16,88586.92927519655
RXMJD,2016-09-26,647,9,192602.79955272868
BHXMY,2017-03-22,322,9,33505.33889488234
COWGA,2016-09-27,851,5,143444.9249733354
PCICX,2017-03-01,327,3,90214.60222997717
HHYND,2017-01-03,790,15,150747.32608239696
INHRO,2016-08-08,951,3,16424.590536879146
DCDRU,2016-10-31,970,3,154594.22453821255
SWWDV,2017-04-17,1158,11,135391.34260342535
OAXSU,2017-03-26,891,9,130606.17494870914
OFEHL,2017-03-03,870,13,89462.99759001746
IDSPG,2016-07-05,400,9,127720.92666640414
OKRNS,2017-04-14,1328,6,85767.2104766618
UYSCM,2017-09-14,499,4,11669.871181932413
VUDDI,2017-10-10,713,5,44443.41060148642
RHYLS,2017-10-18,1408,16,162430.89909761745
VCAUZ,2017-02-11,1484,9,110385.13713049605
TBXAH,2017-01-08,1323,16,138393.2998691248
KYIEP,2017-06-02,513,3,31659.809701132646
MLGGT,2017-08-27,639,9,161028.7461598588
PXBEK,2017-05-29,171,4,94701.44239183831
XINQY,2017-03-25,830,15,23930.864833434185
RYWEI,2017-01-01,772,16,17143.806399066052
PDSPV,2017-11-02,163,1,68384.8518417657
JVQTW,2017-06-21,936,1,137301.36304484366
OQZAH,2016-10-01,494,4,150292.03350416807
WWPXU,2016-10-24,1279,9,139431.16359399035
JHWNO,2017-06-26,756,3,198450.11539558592
PSEMM,2017-01-19,1468,12,121389.09016954324
AONCP,2017-09-30,352,13,47546.04812541718
SZAAP,2016-09-06,333,10,37001.33638923286
UVHUU,2016-08-23,1406,6,98006.06405713139
GBWVR,2017-02-07,99,6,11588.420913822372
VBDDF,2016-12-21,1207,14,91171.56036904262
DPCEU,2016-12-16,1083,6,69670.44846368395
EGPTI,2017-02-25,563,13,151664.04568201755
UQAIU,2017-07-04,287,12,188227.8877187019
TNKVV,2017-10-27,557,13,127270.22444374578
MRDXI,2016-10-24,1046,9,114488.46216660766
PQBUF,2017-07-29,1117,6,89095.24765485435
CEVID,2017-06-04,560,12,9770.127134997609
KDFOJ,2016-11-15,831,9,3733.47522281513
DLHDT,2017-04-08,959,11,25392.795570957995
YCEXB,2017-09-06,47,6,108982.79842525705
MOZHY,2016-08-13,401,4,57540.5534362474
MVMQF,2017-07-30,1439,10,144684.2437109158
WMFQW,2017-12-30,895,7,76810.0206364306
OYJIZ,2016-07-15,421,14,160137.69675187365
QVYKW,2016-07-29,1298,11,196756.11261513163
BXHAQ,2017-06-10,1367,1,167427.4855882364
KBTIA,2016-12-03,198,3,194197.8393772086
JCLSL,2017-06-06,990,2,153509.5657275762
XDYKF,2017-07-02,1269,15,187167.02723765039
DYVXL,2016-11-20,1321,2,47458.97589365502
YCJDL,2017-06-25,1211,9,70130.33438438772
PNLKZ,2016-11-13,483,13,193504.40825875662
TQOBU,2017-08-30,1331,11,139537.77302392907
ZJLYW,2016-08-22,1192,6,174396.43590517572
VGZEN,2017-06-18,76,4,37405.66237800842
WOYOF,2017-09-15,1421,5,141659.95821011538
IJORT,2017-09-05,292,5,171203.29664211758
KWMZM,2017-11-01,1425,8,164223.01927622984
TKVTX,2017-09-04,1115,10,142024.52040995724
HHHJZ,2017-06-05,1082,14,185909.93028814805
NOWOO,2017-01-29,1379,11,36371.900025092895
HPVFH,2017-11-02,461,15,168030.82467970395
MVEFX,2017-07-30,1400,15,29171.870667246756
UXRMK,2017-04-02,70,4,116150.27672772571
MVDBD,2017-06-08,277,3,36602.91797923903
HMLXU,2017-01-27,866,7,43672.361818648795
FCBDA,2016-12-05,71,13,12305.25661308295
DNUNO,2017-03-19,289,2,192605.2438367051
WLVUF,2017-12-22,1,15,43922.41903726912
WZKMD,2017-08-03,755,3,66350.28878026048
HEBZB,2016-12-19,713,4,193019.53997624794
NYFBU,2017-12-26,1167,6,14248.755417502034
YBLXN,2017-08-22,478,3,108279.1177066704
MGSQC,2016-08-08,559,14,110090.18642856764
FATOS,2016-12-24,457,7,147825.66281314546
RARDB,2017-09-14,884,14,56008.73396422859
RPNXO,2017-09-10,658,9,43064.11621324871
GXQQB,2017-05-13,137,11,61808.51562812837
EUBEC,2016-11-02,191,6,141978.69323757803
VLMBK,2017-07-07,271,13,10421.21907614726
LEGLA,2017-09-10,92,16,121160.87921576785
PUKCY,2016-10-18,192,5,31009.198703786467
UPDBX,2017-01-30,1425,12,97672.51664221488
DBCLF,2017-05-19,1123,8,179334.01356731882
KXYTN,2017-12-12,1352,12,155753.85427475907
PDNKH,2016-10-15,363,6,123766.27611788396
GCKOA,2017-10-15,56,10,35709.969291162524
GQAZF,2016-11-04,82,1,72831.57644023377
YVNXN,2016-11-27,1328,3,129660.25902273253
RVKWK,2017-10-05,587,9,36209.76715154795
KDYWE,2017-11-01,193,2,3421.037503882385
ZWTRV,2017-02-18,405,16,101326.72965416289
XXVVY,2017-03-12,572,3,42850.082755089126
RAISL,2017-01-31,544,12,93131.30545552091
XKTTU,2017-05-14,1407,5,127318.45687158465
ZDTRD,2017-06-24,405,6,15445.262256224778
ODWQJ,2017-07-25,622,8,194005.95540039605
STAVK,2017-11-15,148,2,165724.82681305584
KQBBJ,2017-12-19,832,8,122941.13067624504
HIQSB,2017-08-14,1499,10,88031.93446348397
RTUGR,2017-09-02,472,16,71901.79544220101
IGSHS,2017-12-13,1133,14,96752.61168120524
YXOZC,2016-07-03,802,8,147341.55803769134
YWRFW,2017-06-01,662,9,139201.306279949
GGYAO,2017-02-17,992,11,124877.34628952516
CANNV,2016-07-17,341,15,10567.629397256927
JHDXJ,2016-12-09,1291,12,108010.30078793832
XKHOD,2017-05-21,112,15,52142.65548265855
ZHJYO,2017-08-01,1168,2,38293.862475777685
UXIWZ,2017-08-28,922,9,199252.40865610883
RTFNH,2016-10-19,1492,6,87890.50167277314
CLGYS,2016-07-13,750,5,71617.12277460408
MTFUZ,2016-10-21,109,13,98962.74273888175
VJAYC,2017-03-18,341,3,135040.05685987193
RUQUG,2017-07-14,1059,3,70537.44200355242
VLAGN,2017-03-01,128,3,156678.3402209671
UJAVQ,2017-01-03,924,1,138695.42633520855
MGDOD,2016-08-01,536,9,45127.21629636543
HNVZD,2017-10-17,56,12,98913.63203135006
NAAHF,2017-11-26,445,7,125857.91374670289
VZEOS,2017-12-13,943,13,140061.1261687865
TMFFQ,2016-11-15,1392,11,65391.842636874295
OADSI,2017-03-13,1001,2,74803.4037292824
YSXAF,2017-10-03,245,14,94081.2817781462
QCFJO,2017-01-17,568,9,20111.901070263528
QMACK,2017-03-15,1368,14,136525.29517593456
TLUZC,2017-12-28,82,5,68576.67709086974
PNUGO,2017-12-27,1334,9,38124.33964703736
DINYG,2017-10-24,664,2,1483.9926593784858
HEYXX,2017-11-17,141,2,77708.38995830936
UZJEW,2017-01-26,738,8,61229.59880252998
FNKKP,2017-09-07,464,10,178196.3421975701
WURPZ,2016-09-18,778,2,149932.99168149265
GLVQX,2017-08-09,1016,12,4959.481195324789
EBJJA,2017-03-06,1001,11,102408.66618889422
IBLYF,2016-10-08,55,7,49754.11411921535
KJRDA,2017-01-15,433,11,154893.73491708233
WEFFB,2017-02-15,379,15,171000.7293459041
YKIJD,2017-05-11,649,3,187704.6702182599
SHAIV,2017-08-04,895,8,168320.9364640105
IUJES,2017-07-17,330,14,84066.94459971935
LIEER,2017-03-21,723,16,146705.19857682832
BYWWC,2017-07-12,657,5,157973.43011617393
VDAXS,2016-08-03,783,9,86104.93082287602
IOSIF,2016-07-28,1098,8,196210.50741384734
KSGWP,2017-01-31,415,1,148168.959608977
YUWOC,2017-11-04,1073,3,61401.00071696726
IQVVH,2017-10-01,367,10,77670.0934959699
DISZK,2017-09-08,195,5,150149.08132096633
IPHRY,2017-07-08,1185,1,89572.91401568157
VTWTO,2017-03-19,96,3,147357.8689582478
NXPLL,2016-08-01,619,5,155013.97464238133
SXVLY,2017-04-04,953,5,162821.12065604774
NTRBZ,2017-03-24,964,6,80703.42248232596
EXQFM,2017-08-14,58,8,115184.84040790152
PISNY,2016-09-01,1024,10,79746.90927424106
TWXAX,2017-08-23,1494,9,120395.32867569174
VSXRI,2017-10-23,119,9,12221.745931228734
PETJU,2017-05-07,646,4,71999.65634833217
QQENR,2016-10-15,600,14,52932.43264052949
GSBNV,2016-11-25,1157,12,27872.521346307487
MZGNE,2017-02-08,335,6,5576.28731955746
XNPVX,2016-09-29,1117,2,63832.83228229073
BBWDK,2016-07-13,1230,11,144608.0924305445
HCDYW,2017-05-25,39,15,109479.50811825167
HWKIL,2017-09-05,674,5,183061.95667679523
RNZWD,2016-08-02,180,5,169957.09379083276
JHECN,2017-05-22,908,14,16571.25939749624
SBQZH,2017-08-03,609,2,142988.43251260344
MSOHT,2016-10-14,1268,16,190321.84298785852
KACVU,2017-01-21,1384,2,158093.83952578387
XSLPC,2016-10-28,709,7,92490.66294990142
SUMNL,2016-08-08,479,16,178132.07468295668
SDMGI,2016-08-29,99,16,156788.58799687095
RYDCW,2017-03-07,1208,7,178868.91020513067
LWVIS,2016-11-04,940,8,116712.63493929945
ZZVLM,2017-04-27,1030,15,189266.9475069885
PRFZR,2017-06-06,1179,12,113338.23710338013
JJMBO,2017-07-07,1193,3,67023.45478462923
QGEGP,2017-03-23,469,9,153608.59871154625
FJFHN,2017-08-19,12,3,73475.89078511926
FFDUL,2016-08-20,258,1,91876.60847310566
HWJPD,2016-12-07,1303,15,139081.24344063966
LZBTO,2017-06-06,621,6,184493.23182260213
KJRET,2017-08-07,1181,6,197917.40183419728
NAAIE,2017-07-13,637,12,22547.91625564907
YRRNJ,2016-08-26,139,11,123140.08437214691
COQXG,2017-01-26,1470,5,42314.81035997588
DLZFD,2017-11-22,1268,4,59010.90273629894
KPGST,2017-12-19,497,8,144010.51360405836
CYVSH,2016-09-15,951,1,95240.03557185696
VITCH,2017-01-03,858,6,66251.35646409799
DEQFK,2017-09-16,1287,11,102032.20975553844
KSDGH,2017-08-26,501,9,42511.10123109681
CMXRH,2016-07-19,644,13,58128.20882775818
AVPDF,2016-08-31,1165,13,120292.45565267392
IWXEA,2017-02-14,712,2,44275.72480560611
HBUQR,2017-09-15,611,5,90664.9845595584
NMAFA,2016-11-22,983,12,184370.38956335618
YLGIB,2016-08-06,748,12,64927.846267722874
GCNSS,2017-11-22,556,9,92205.1086085212
CMNVS,2017-07-17,861,15,45259.73322143213
VIYSK,2016-09-02,132,6,54642.933381914816
OUPIQ,2017-01-11,67,4,50441.06759394742
JWCDY,2017-07-05,885,8,113222.61542139236
MRYJP,2017-04-02,1277,2,50652.72628428701
GTEXL,2016-07-05,289,16,32252.002293676906
GZDPH,2017-08-25,936,7,139252.99628807363
UUWUB,2017-02-14,742,2,128076.58362953649
ICXUI,2016-12-07,774,2,153635.96886495824
YOBHY,2017-06-09,147,11,177198.17057545818
FUMVS,2017-03-22,1348,15,39196.39450650887
BTHVC,2017-01-03,1247,16,115896.54672684662
ISEQD,2016-10-01,372,9,158491.15434656132
SYZYR,2016-12-18,23,4,125324.37074949627
PLZDV,2016-08-28,127,11,110458.89989639849
EQZUD,2017-07-15,674,15,33933.308873150956
XBJJP,2017-05-22,1036,11,14141.60477254669
XYBBL,2017-03-17,381,3,26823.069181150826
PUOED,2016-12-19,1409,5,31439.719911180462
SGTFC,2017-06-25,165,12,103782.4004290898
FSTCS,2016-10-11,1240,14,128460.1935593294
NXGCT,2016-10-18,1336,2,195918.0162619791
WFABX,2016-11-06,165,5,131234.69818519484
RNKMJ,2016-11-09,1116,16,77218.56070871306
TVQVT,2017-05-25,741,2,21931.164246616387
ABYRO,2017-06-20,1126,16,41475.00619321296
BTQHB,2016-11-20,1012,7,74147.69084807837
PXDZW,2016-12-31,79,1,136858.20053813898
WLYKG,2016-11-25,993,9,27130.859513300944
IHMFS,2017-08-08,826,12,10031.649292191069
NGRCQ,2017-05-26,1300,16,183957.24299627333
INMGT,2016-10-26,1166,14,125090.85586783417
EHFXI,2017-12-27,611,4,21496.220787601338
NDBLB,2016-10-21,203,15,60926.13333840957
CAYGL,2017-05-26,1234,5,64378.407925515436
MPXFS,2016-10-20,1016,1,102000.05158056959
YWHGR,2017-02-14,711,5,138922.1540876412
LKWSO,2016-08-05,529,4,18367.81105473515
WXIKT,2017-10-20,741,6,93833.61598742064
GERFS,2017-12-30,300,2,23254.949121284586
BQUCF,2017-11-13,766,3,29660.032053968298
NEQXL,2017-06-17,887,12,192591.3154921511
UBVYL,2016-06-30,1306,14,90252.73618165299
VSMOC,2016-10-05,912,8,183485.8290558723
CZVBG,2017-12-17,991,9,42057.831285247936
DGYPB,2017-04-04,524,11,183819.3256102392
MFDQU,2017-05-24,811,16,48626.6446526723
BEZNV,2017-06-05,950,4,86756.69034843618
IYXFM,2017-10-26,1403,9,16521.205459049826
HDQQX,2017-09-30,1492,15,44261.47199044617
RCTTF,2016-07-27,307,6,39084.45673002454
UJUNZ,2017-08-13,946,11,128808.24072685641
